word1,word2,similarity
button-n,police-n,15
ceramic-j,church-n,15
home-n,smoking-n,15
food-n,wild-j,15
colorful-j,wood-n,15
smile-n,time-n,15
amphibian-n,flamingo-n,15
apartment-n,child-n,15
graveyard-n,silver-n,15
outfit-n,sign-v,15
dude-n,kid-n,15
pole-n,weather-n,15
city-n,round-n,15
nail-n,wolf-n,15
night-n,sunshine-n,15
bath-n,sleep-v,15
hang-v,stencil-n,15
cherry-n,meat-n,14
blue-j,poster-n,14
fire-n,movie-n,14
draw-v,wing-n,14
husky-n,play-v,14
drip-v,rusty-j,14
arrow-n,boxer-n,14
basket-n,moss-n,14
pin-n,wing-n,14
apartment-n,valley-n,14
guy-n,poodle-n,14
seagull-n,urban-j,14
dessert-n,tomato-n,14
egg-n,family-n,14
aircraft-n,guy-n,14
dark-j,flamingo-n,14
cheerleader-n,scenery-n,14
pink-j,shade-n,14
couple-n,outdoor-j,14
garden-n,smoke-n,14
glass-n,mill-n,14
race-n,square-j,14
paper-n,vine-n,14
smile-n,stand-v,14
frost-n,summer-n,14
bay-n,parking-n,14
kiss-n,sit-v,14
monkey-n,oak-n,14
bead-n,redhead-n,14
animal-n,hand-n,14
cute-j,music-n,14
downtown-j,hockey-n,14
dead-j,guy-n,14
aircraft-n,asphalt-n,14
magazine-n,run-v,14
flight-n,rain-n,14
bathroom-n,garden-n,14
door-n,skyscraper-n,14
makeup-n,old-j,14
game-n,sign-v,14
dead-j,face-n,14
friend-n,sexy-j,14
flower-n,interior-n,14
bag-n,wire-n,14
game-n,goat-n,14
note-n,rally-n,14
stair-n,steel-n,14
diamond-n,stencil-n,14
nature-n,tv-n,14
happy-j,post-v,14
abstract-j,rally-n,14
party-n,sailing-n,14
beard-n,kitty-n,14
eat-v,seagull-n,14
building-n,sandwich-n,14
belly-n,black-j,14
leave-v,walk-v,14
dark-j,stripe-n,14
ford-n,valley-n,14
insect-n,stork-n,14
animal-n,mural-n,14
leather-n,weed-n,14
pub-n,wash-v,14
leave-v,play-v,14
cop-n,gravestone-n,14
book-n,building-n,14
happy-j,walk-v,14
colorful-j,lab-n,14
flag-n,quote-n,14
sink-v,time-n,14
friend-n,sit-v,14
lantern-n,oak-n,14
sit-v,smile-n,14
cottage-n,outfit-n,14
downtown-j,lock-v,14
pet-n,poster-n,14
industrial-j,lake-n,14
lick-v,sit-v,14
pool-n,rust-n,14
stripe-n,train-n,14
beef-n,downtown-j,13
blonde-j,eye-n,13
lady-n,sunset-n,13
feel-v,stop-v,13
old-j,seat-n,13
dirty-j,happy-j,13
ruin-n,shore-n,13
black-j,paw-n,13
egg-n,lego-n,13
bear-v,play-v,13
black-j,pigeon-n,13
feather-n,reptile-n,13
gymnastics-n,port-n,13
mom-n,snowman-n,13
dirty-j,haircut-n,13
party-n,seat-n,13
lily-n,pig-n,13
dirty-j,hang-v,13
guy-n,wire-n,13
orange-j,shop-n,13
cactus-n,fall-v,13
circle-n,sport-n,13
redhead-n,reflection-n,13
cafe-n,reflection-n,13
outfit-n,play-v,13
bar-n,female-j,13
belly-n,dirty-j,13
rope-n,train-n,13
boardwalk-n,drop-v,13
abstract-j,candle-n,13
church-n,soldier-n,13
boxer-n,reflection-n,13
crystal-n,silhouette-n,13
feel-v,guy-n,13
pattern-n,pier-n,13
downtown-j,field-n,13
beer-n,wild-j,13
hang-v,happy-j,13
rope-n,shore-n,13
airplane-n,camera-n,13
button-n,flower-n,13
frozen-j,shop-n,13
curl-v,lick-v,13
sunny-j,zoo-n,13
people-n,stop-v,13
bucket-n,insect-n,13
fence-n,friend-n,13
can-n,sketch-n,13
frozen-j,pebble-n,13
ceramic-j,live-v,13
day-n,horse-n,13
bear-v,boxer-n,13
iris-n,necklace-n,13
lighting-n,person-n,13
boot-n,cliff-n,13
landscape-n,umbrella-n,13
man-n,transformer-n,13
dark-j,sand-n,13
ruin-n,swimsuit-n,13
abstract-j,rose-n,13
guy-n,gymnastics-n,12
grass-n,ruin-n,12
lighting-n,stone-n,12
porch-n,scooter-n,12
colour-n,wild-j,12
crane-n,stair-n,12
shore-n,tear-n,12
cactus-n,porch-n,12
belly-n,draw-v,12
fabric-n,photo-n,12
lamb-n,lantern-n,12
owl-n,rocket-n,12
party-n,scooter-n,12
display-n,scratch-n,12
ball-n,curl-v,12
cookie-n,peel-n,12
couple-n,post-v,12
field-n,red-j,12
theatre-n,wolf-n,12
blue-j,swing-n,12
guy-n,happy-j,12
quote-n,santa-n,12
dude-n,feel-v,12
bath-n,wine-n,12
brown-j,wet-j,12
kiss-n,stop-v,12
husky-n,match-n,12
cocktail-n,garage-n,12
face-n,stand-v,12
kid-n,stop-v,12
boxer-n,diner-n,12
patio-n,sleep-v,12
city-n,family-n,12
drop-v,rusty-j,12
parade-n,table-n,12
dawn-n,drug-n,12
design-n,orange-j,12
lunch-n,sunshine-n,12
dirty-j,dude-n,12
fun-n,tear-n,12
bikini-n,ivy-n,12
step-n,swimsuit-n,12
frog-n,poppy-n,12
cross-n,pub-n,12
frost-n,lily-n,12
curve-n,outdoor-j,12
collage-n,stream-n,12
twig-n,underground-j,12
chair-n,holiday-n,12
coffee-n,sun-n,12
lighting-n,sleep-v,12
mill-n,wild-j,12
circle-n,wig-n,12
highway-n,squirrel-n,12
pin-n,truck-n,12
boxer-n,swimming-n,12
shore-n,small-j,12
punk-n,vinyl-n,12
number-n,web-n,12
brown-j,demolition-n,12
interior-n,skyline-n,12
breakfast-n,floor-n,12
aerial-j,clown-n,12
hat-n,peel-n,12
baseball-n,rainbow-n,12
dude-n,happy-j,12
foot-n,mural-n,12
creature-n,grey-j,12
cross-n,outfit-n,12
leave-v,smile-n,11
fishing-n,rainbow-n,11
bathroom-n,dude-n,11
paint-v,puddle-n,11
skating-n,sticker-n,11
dome-n,uniform-j,11
lawn-n,sleep-v,11
office-n,sun-n,11
military-j,reflection-n,11
fashion-n,handwriting-n,11
cop-n,ruin-n,11
blur-v,metro-n,11
smile-n,stop-v,11
cute-j,lick-v,11
cross-n,mug-n,11
concrete-j,pin-n,11
cigarette-n,hotel-n,11
airplane-n,market-n,11
architecture-n,yellow-j,11
handle-v,terrier-n,11
patio-n,woman-n,11
green-j,gull-n,11
dew-n,parrot-n,11
country-n,hang-v,11
dude-n,hang-v,11
stripe-n,tank-n,11
hang-v,tear-n,11
crochet-n,family-n,11
cute-j,post-v,11
machine-n,sketch-n,11
feel-v,haircut-n,11
match-n,moss-n,11
art-n,sailing-n,11
foliage-n,restaurant-n,11
tea-n,village-n,11
branch-n,feline-j,11
day-n,plane-n,11
gold-n,idea-n,11
moon-n,mushroom-n,11
interior-n,tall-j,11
mallard-n,portrait-n,11
live-v,stitch-n,11
fun-n,morning-n,11
drip-v,rust-n,11
fun-n,stop-v,11
gull-n,mill-n,11
dirty-j,friend-n,11
blue-j,hand-n,11
bucket-n,curve-n,11
patio-n,swan-n,11
body-n,miniature-j,11
cafe-n,child-n,11
belly-n,stripe-n,11
mural-n,taxi-n,11
furniture-n,man-n,11
bead-n,library-n,11
daffodil-n,wool-n,11
eat-v,shade-n,11
collection-n,jellyfish-n,11
country-n,elephant-n,11
line-n,temple-n,11
bead-n,chess-n,11
skirt-n,wig-n,11
daisy-n,flood-n,11
camera-n,rally-n,11
happy-j,sit-v,11
bottle-n,construction-n,11
auto-n,bright-j,11
computer-n,railway-n,11
night-n,sit-v,11
hair-n,lizard-n,11
happy-j,lick-v,11
jump-n,sunlight-n,11
desert-n,smoke-n,11
chopper-n,window-n,11
leave-v,rusty-j,11
hang-v,stop-v,11
animal-n,sandwich-n,11
cute-j,dirty-j,11
cafe-n,draw-v,11
boxer-n,pyramid-n,11
arm-n,television-n,10
feel-v,hang-v,10
asphalt-n,moon-n,10
dusk-n,skirt-n,10
car-n,skull-n,10
leave-v,sit-v,10
outfit-n,rock-n,10
mom-n,stop-v,10
drip-v,round-n,10
friend-n,stop-v,10
asphalt-n,water-n,10
sit-v,tear-n,10
cafe-n,spiral-n,10
ad-n,bacon-n,10
green-j,phone-n,10
duck-n,outfit-n,10
coast-n,zebra-n,10
breakfast-n,makeup-n,10
purple-j,stripe-n,10
clothes-n,skyline-n,10
step-n,wind-n,10
portrait-n,rocket-n,10
break-n,glitter-v,10
construction-n,sailing-n,10
boy-n,gate-n,10
lens-n,storm-n,10
orange-j,school-n,10
shirt-n,show-n,10
gasoline-n,pepper-n,10
drug-n,sing-v,10
sticker-n,track-n,10
furniture-n,nature-n,10
play-v,rail-n,10
rusty-j,stand-v,10
military-j,wasp-n,10
port-n,squirrel-n,10
grape-n,rainbow-n,10
flood-n,neon-n,10
morning-n,tear-n,10
memorial-n,rope-n,10
bright-j,rusty-j,10
home-n,wet-j,10
feather-n,sunflower-n,10
house-n,stop-v,10
plant-n,skate-n,10
cocktail-n,dandelion-n,10
airport-n,foot-n,10
display-n,pond-n,10
alley-n,bloom-n,10
escalator-n,redhead-n,10
caterpillar-n,paint-v,10
bacon-n,wild-j,10
stand-v,tear-n,10
collar-n,tiger-n,10
car-n,hawk-n,10
burn-v,reading-n,10
cigarette-n,live-v,10
footprint-n,scooter-n,10
barn-n,mug-n,10
bacon-n,guy-n,10
keyboard-n,soldier-n,10
cute-j,sit-v,10
track-n,yellow-j,10
bag-n,dude-n,10
lady-n,stop-v,10
arrow-n,mural-n,10
jacket-n,stream-n,10
lab-n,rusty-j,10
jaguar-n,storm-n,10
dirty-j,smile-n,10
friend-n,rusty-j,10
morning-n,stop-v,10
cemetery-n,male-n,10
jump-n,stitch-n,10
friend-n,leave-v,10
family-n,hawk-n,10
monster-n,rock-n,10
feel-v,time-n,10
face-n,hang-v,10
pizza-n,railway-n,10
cross-n,shopping-n,10
guy-n,hang-v,10
craft-n,van-n,10
art-n,beer-n,9
beard-n,flamingo-n,9
monster-n,shell-n,9
bench-n,mask-n,9
club-n,river-n,9
boxer-n,child-n,9
fungus-n,leather-n,9
lick-v,stop-v,9
creature-n,reading-n,9
ivy-n,urban-j,9
bed-n,candy-n,9
feel-v,spiral-n,9
hockey-n,sign-v,9
daughter-n,pub-n,9
idea-n,rusty-j,9
lighting-n,man-n,9
dude-n,post-v,9
mill-n,puddle-n,9
santa-n,table-n,9
action-n,whisker-n,9
eat-v,web-n,9
hot-j,winter-n,9
dog-n,silver-n,9
lip-n,run-v,9
porch-n,pug-n,9
bird-n,pregnancy-n,9
camera-n,crow-n,9
eat-v,truck-n,9
lick-v,marble-n,9
rabbit-n,stop-v,9
paper-n,railway-n,9
poster-n,tank-n,9
clothes-n,transformer-n,9
smoking-n,sunny-j,9
cactus-n,leg-n,9
hold-v,theatre-n,9
arm-n,outdoor-j,9
lighting-n,panda-n,9
punk-n,toe-n,9
branch-n,protest-n,9
daughter-n,graphic-j,9
air-n,fruit-n,9
book-n,copper-n,9
night-n,sticker-n,9
explosion-n,table-n,9
snake-n,strawberry-n,9
dragon-n,drop-v,9
dog-n,sailing-n,9
burn-v,ripple-n,9
clock-n,pink-j,9
kitten-n,lingerie-n,9
abandon-v,frost-n,9
chicken-n,star-n,9
seed-n,stair-n,9
leave-v,night-n,9
small-j,valley-n,9
green-j,number-n,9
leave-v,morning-n,9
lock-v,mannequin-n,9
shade-n,whisker-n,9
collar-n,garbage-n,9
ink-n,organ-n,9
poppy-n,store-n,9
smoking-n,vine-n,9
flame-n,word-n,9
daffodil-n,frost-n,9
dancer-n,rusty-j,9
canal-n,coffee-n,9
camera-n,mallard-n,9
noodle-n,pigeon-n,9
couple-n,square-j,9
rainbow-n,whale-n,9
fly-v,keyboard-n,9
soup-n,view-n,9
goat-n,pebble-n,9
abandon-v,button-n,9
belly-n,dark-j,9
diamond-n,parade-n,9
horse-n,sweet-j,9
ancient-j,pod-n,9
banana-n,foot-n,9
shed-v,traffic-n,9
bucket-n,morning-n,9
bucket-n,duck-n,8
dessert-n,eye-n,8
cold-j,flag-n,8
skin-n,television-n,8
bedroom-n,feline-j,8
palm-n,traffic-n,8
necklace-n,snow-n,8
lick-v,origami-n,8
protest-n,tile-n,8
beetle-n,chocolate-n,8
monkey-n,pumpkin-n,8
cop-n,music-n,8
beard-n,sport-n,8
gasoline-n,summer-n,8
footprint-n,holiday-n,8
abandon-v,crane-n,8
car-n,pig-n,8
grave-n,santa-n,8
iron-n,splash-n,8
dirt-n,gymnastics-n,8
orange-j,wet-j,8
ceramic-j,ocean-n,8
vintage-j,zebra-n,8
hair-n,shore-n,8
lingerie-n,underground-j,8
marble-n,postcard-n,8
fish-n,leg-n,8
book-n,smoking-n,8
kiss-n,rusty-j,8
canal-n,number-n,8
kitchen-n,sleep-v,8
cherry-n,lamb-n,8
bag-n,cop-n,8
leaf-n,moon-n,8
dude-n,time-n,8
kitchen-n,outfit-n,8
garbage-n,jean-n,8
bedroom-n,downtown-j,8
grass-n,ski-n,8
day-n,hold-v,8
mug-n,vehicle-n,8
lighting-n,small-j,8
sea-n,sing-v,8
computer-n,farm-n,8
feline-j,pumpkin-n,8
jean-n,map-n,8
dirty-j,eagle-n,8
book-n,ceramic-j,8
van-n,vine-n,8
desert-n,roof-n,8
seagull-n,tag-n,8
jewelry-n,muscle-n,8
milk-n,outdoor-j,8
guy-n,rusty-j,8
chocolate-n,jellyfish-n,8
boxer-n,stair-n,8
jaguar-n,pier-n,7
nut-n,waterfall-n,7
bread-n,chair-n,7
goat-n,vinyl-n,7
kitten-n,rain-n,7
hang-v,smile-n,7
bikini-n,sculpture-n,7
bible-n,dirt-n,7
portrait-n,underground-j,7
clock-n,stripe-n,7
bud-n,floor-n,7
air-n,knit-v,7
idea-n,stop-v,7
haircut-n,stop-v,7
storm-n,sweet-j,7
auto-n,santa-n,7
marble-n,sing-v,7
drive-n,ear-n,7
bear-v,subway-n,7
pumpkin-n,road-n,7
makeup-n,race-n,7
wash-v,web-n,7
haircut-n,pyramid-n,7
blonde-j,rock-n,7
belly-n,field-n,7
mammal-n,yellow-j,7
paint-v,sing-v,7
cat-n,locomotive-n,7
dead-j,sidewalk-n,7
angel-n,pod-n,7
eat-v,underwater-j,7
makeup-n,square-j,7
cigarette-n,tile-n,7
museum-n,scratch-n,7
butterfly-n,stadium-n,7
graveyard-n,porch-n,7
flame-n,peacock-n,7
chopper-n,poppy-n,7
rusty-j,tear-n,7
bloom-n,friend-n,7
gun-n,jaguar-n,7
guy-n,stop-v,7
cloud-n,kitten-n,7
pillow-n,stone-n,7
stocking-n,tomato-n,7
frost-n,protest-n,7
sign-v,stocking-n,7
angel-n,asphalt-n,7
ski-n,skirt-n,7
cat-n,purple-j,7
diner-n,muscle-n,7
marble-n,sunglasses-n,7
berry-n,fly-v,7
chocolate-n,rock-n,7
airplane-n,guitar-n,7
bread-n,ocean-n,7
bay-n,chipmunk-n,7
tall-j,wool-n,7
restaurant-n,violet-n,7
drop-v,fun-n,7
purple-j,twig-n,7
cemetery-n,cone-n,7
face-n,stop-v,7
dude-n,stop-v,7
bicycle-n,handwriting-n,7
chapel-n,dusk-n,7
cute-j,twig-n,7
dragon-n,oak-n,7
drug-n,reflection-n,7
apple-n,relax-v,7
bakery-n,panorama-n,7
mallard-n,poster-n,7
snake-n,taxi-n,7
dessert-n,head-n,7
bear-v,hockey-n,7
puddle-n,red-j,7
brick-n,dress-n,7
building-n,zombie-n,7
neon-n,tank-n,7
bible-n,cottage-n,7
bath-n,panorama-n,7
automobile-n,fabric-n,7
gun-n,picture-n,7
cow-n,table-n,6
bear-v,construction-n,6
dye-n,kiss-n,6
baseball-n,bear-v,6
crab-n,grave-n,6
craft-n,soup-n,6
lock-v,misty-j,6
horse-n,interior-n,6
grass-n,stop-v,6
jellyfish-n,punk-n,6
parade-n,salad-n,6
reptile-n,vacation-n,6
clown-n,flood-n,6
aerial-j,violet-n,6
crab-n,ink-n,6
canyon-n,pizza-n,6
butterfly-n,leave-v,6
hamster-n,party-n,6
museum-n,swim-v,6
lego-n,rodent-n,6
branch-n,lego-n,6
game-n,husky-n,6
camel-n,highway-n,6
baseball-n,cheetah-n,6
stripe-n,weather-n,6
journal-n,squirrel-n,6
cake-n,rusty-j,6
bacon-n,view-n,6
dandelion-n,stand-v,6
cheetah-n,flame-n,6
abstract-j,vehicle-n,6
party-n,sink-v,6
floor-n,transformer-n,6
amphibian-n,berry-n,6
marble-n,monkey-n,6
jump-n,salad-n,6
subway-n,valentine-n,6
baseball-n,cactus-n,6
ancient-j,poster-n,6
grass-n,skull-n,6
cattle-n,web-n,6
drive-n,lego-n,6
fly-v,sexy-j,6
ink-n,tropical-j,6
pyramid-n,swimsuit-n,6
chess-n,sleep-v,6
bag-n,wild-j,6
chapel-n,whisker-n,6
chair-n,word-n,6
angel-n,construction-n,6
exhibition-n,soup-n,6
kitten-n,travel-n,6
swim-v,vehicle-n,6
costume-n,ocean-n,6
pigeon-n,reading-n,6
origami-n,stadium-n,6
animal-n,candy-n,6
happy-j,stop-v,5
insect-n,mom-n,5
canyon-n,piano-n,5
leather-n,swan-n,5
goose-n,outfit-n,5
sunglasses-n,weed-n,5
play-v,wine-n,5
monkey-n,restaurant-n,5
goose-n,locomotive-n,5
garage-n,mammal-n,5
drug-n,wolf-n,5
graveyard-n,pug-n,5
chair-n,ipod-n,5
rice-n,ticket-n,5
mammal-n,rope-n,5
hill-n,rust-n,5
paw-n,protest-n,5
petal-n,pug-n,5
interior-n,mushroom-n,5
chocolate-n,squirrel-n,5
mammal-n,write-v,5
reading-n,seagull-n,5
parking-n,photographer-n,5
tea-n,whisker-n,5
cactus-n,gasoline-n,5
kitchen-n,wedding-n,5
chocolate-n,wig-n,5
hang-v,mom-n,5
dragonfly-n,piano-n,5
leather-n,sunshine-n,5
handwriting-n,pig-n,5
brick-n,rabbit-n,5
burger-n,mountain-n,5
girl-n,morning-n,5
canal-n,silhouette-n,5
advertisement-n,pond-n,5
paw-n,theatre-n,5
raspberry-n,write-v,5
family-n,red-j,5
concrete-j,swan-n,5
bedroom-n,canyon-n,5
breakfast-n,staircase-n,5
flame-n,sidewalk-n,5
carrot-n,city-n,5
ipod-n,rope-n,5
lick-v,rusty-j,5
meat-n,pond-n,5
female-j,machine-n,5
live-v,makeup-n,5
piano-n,wolf-n,5
girl-n,wind-n,5
frog-n,subway-n,5
map-n,weed-n,5
bike-n,flame-n,5
dew-n,engine-n,5
cake-n,library-n,5
carnival-n,wool-n,5
bottle-n,library-n,5
eat-v,hair-n,5
dragon-n,furniture-n,5
skull-n,storm-n,5
rodent-n,smile-n,5
punk-n,skyscraper-n,5
gun-n,pizza-n,4
female-j,square-j,4
pub-n,snowman-n,4
meat-n,moon-n,4
potato-n,skating-n,4
dragonfly-n,wine-n,4
flight-n,whisker-n,4
boxer-n,lighthouse-n,4
fungus-n,wedding-n,4
lick-v,pier-n,4
mirror-n,raspberry-n,4
bike-n,hummingbird-n,4
key-j,misty-j,4
cafe-n,frog-n,4
soup-n,wool-n,4
carrot-n,memorial-n,4
lion-n,square-j,4
bucket-n,girl-n,4
feline-j,nut-n,4
gun-n,quote-n,4
furniture-n,pizza-n,4
goose-n,stencil-n,4
chicken-n,knit-v,4
abstract-j,frog-n,4
ceiling-n,mug-n,4
fish-n,rocket-n,4
flamingo-n,office-n,4
rabbit-n,sphere-n,4
ice-n,sheep-n,4
car-n,tongue-n,4
bracelet-n,mountain-n,4
cocktail-n,write-v,4
lego-n,weather-n,4
cigarette-n,skating-n,3
happy-j,rusty-j,3
tomato-n,whale-n,3
chess-n,cigarette-n,3
fish-n,theatre-n,3
donut-n,panda-n,3
hot-j,zombie-n,3
machine-n,pond-n,3
guitar-n,nude-j,3
giraffe-n,mist-n,3
bread-n,cliff-n,3
bible-n,misty-j,3
construction-n,violet-n,3
cheetah-n,soup-n,3
puppy-n,skyline-n,3
child-n,ford-n,3
cheetah-n,phone-n,3
explosion-n,stencil-n,3
carrot-n,design-n,2
jellyfish-n,rally-n,2
military-j,tomato-n,2
gun-n,stair-n,2
cafe-n,lizard-n,2
post-v,tulip-n,2
grave-n,hat-n,2
apple-n,cute-j,2
angel-n,gasoline-n,1
giraffe-n,harbor-n,1
feather-n,truck-n,1
festival-n,whisker-n,1
muscle-n,tulip-n,1
bikini-n,pizza-n,1
bakery-n,zebra-n,0
